x,newlib,openlibm,matlab,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,
-2.500000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
-2.400000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,9.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
-2.300000e+00,0.000000e+00,1.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
-2.200000e+00,0.000000e+00,1.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
-2.100000e+00,0.000000e+00,1.000000e+00,3.147016e-317,1.000000e+01,1.100000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
-2.000000e+00,0.000000e+00,0.000000e+00,3.147016e-317,6.000000e+00,5.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-1.900000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,9.000000e+00,1.000000e+00,1.797693e+308,0.000000e+00,
-1.800000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.100000e+01,1.000000e+01,1.000000e+00,1.797693e+308,1.000000e+00,
-1.700000e+00,1.000000e+00,0.000000e+00,3.147016e-317,1.100000e+01,1.000000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
-1.600000e+00,1.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.100000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
-1.500000e+00,0.000000e+00,1.000000e+00,3.147016e-317,1.200000e+01,1.200000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
-1.400000e+00,1.000000e+00,1.000000e+00,3.147016e-317,1.200000e+01,1.200000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
-1.300000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.500000e+01,1.000000e+00,1.797693e+308,0.000000e+00,
-1.200000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.200000e+01,1.000000e+00,1.797693e+308,1.000000e+00,
-1.100000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.200000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
-1.000000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+00,1.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-9.000000e-01,0.000000e+00,1.000000e+00,3.147016e-317,1.100000e+01,1.100000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
-8.000000e-01,1.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.200000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
-7.000000e-01,1.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.000000e+01,1.000000e+00,1.797693e+308,0.000000e+00,
-6.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,1.100000e+01,1.100000e+01,1.000000e+00,1.797693e+308,0.000000e+00,
-5.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,5.000000e+00,5.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
-4.000000e-01,0.000000e+00,1.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
-3.000000e-01,0.000000e+00,1.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-2.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
-1.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
0.000000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+00,0.000000e+00,4.000000e+00,1.797693e+308,0.000000e+00,
1.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,8.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
2.000000e-01,3.000000e+00,3.000000e+00,3.147016e-317,9.000000e+00,1.300000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
3.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,1.500000e+01,1.000000e+00,1.797693e+308,0.000000e+00,
4.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.600000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
5.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,5.000000e+00,8.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
6.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,1.100000e+01,1.900000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
7.000000e-01,1.000000e+00,0.000000e+00,3.147016e-317,1.100000e+01,1.300000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
8.000000e-01,1.000000e+00,0.000000e+00,3.147016e-317,2.100000e+01,1.200000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
9.000000e-01,0.000000e+00,0.000000e+00,3.147016e-317,1.100000e+01,1.100000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
1.000000e+00,0.000000e+00,0.000000e+00,3.147016e-317,0.000000e+00,0.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
1.100000e+00,0.000000e+00,1.000000e+00,3.147016e-317,1.300000e+01,1.200000e+01,1.000000e+00,1.797693e+308,0.000000e+00,
1.200000e+00,0.000000e+00,1.000000e+00,3.147016e-317,1.300000e+01,1.200000e+01,1.000000e+00,1.797693e+308,1.000000e+00,
1.300000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.300000e+01,1.200000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
1.400000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,2.800000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
1.500000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.200000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
1.600000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.100000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
1.700000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.200000e+01,1.200000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
1.800000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.700000e+01,1.300000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
1.900000e+00,0.000000e+00,1.000000e+00,3.147016e-317,1.100000e+01,1.000000e+01,1.000000e+00,1.797693e+308,0.000000e+00,
2.000000e+00,0.000000e+00,0.000000e+00,3.147016e-317,5.000000e+00,6.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
2.100000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.100000e+01,1.100000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
2.200000e+00,1.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.100000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
2.300000e+00,1.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
2.400000e+00,1.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,0.000000e+00,
2.500000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
2.600000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,0.000000e+00,1.797693e+308,1.000000e+00,
2.700000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,1.000000e+00,1.797693e+308,0.000000e+00,
2.800000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,1.000000e+01,1.000000e+00,1.797693e+308,1.000000e+00,
2.900000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,9.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
3.000000e+00,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+01,9.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
3.100000e+00,0.000000e+00,1.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
3.200000e+00,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
3.300000e+00,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
3.400000e+00,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
3.500000e+00,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,9.000000e+00,1.000000e+00,1.797693e+308,0.000000e+00,
3.600000e+00,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,8.000000e+00,1.000000e+00,1.797693e+308,1.000000e+00,
3.700000e+00,0.000000e+00,0.000000e+00,3.147016e-317,9.000000e+00,8.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
3.800000e+00,0.000000e+00,0.000000e+00,3.147016e-317,8.000000e+00,9.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
3.900000e+00,0.000000e+00,1.000000e+00,3.147016e-317,8.000000e+00,8.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
4.000000e+00,0.000000e+00,0.000000e+00,3.147016e-317,4.000000e+00,4.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-1.797693e+308,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-1.617924e+308,1.000000e+00,0.000000e+00,3.147016e-317,3.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
-1.438155e+308,1.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
-1.258385e+308,0.000000e+00,0.000000e+00,3.147016e-317,3.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-1.078616e+308,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,3.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-8.988466e+307,0.000000e+00,1.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-7.190773e+307,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,1.000000e+00,1.797693e+308,1.000000e+00,
-5.393079e+307,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
-3.595386e+307,0.000000e+00,0.000000e+00,3.147016e-317,1.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
-1.797693e+307,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
1.797693e+307,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
3.595386e+307,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
5.393079e+307,1.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
7.190773e+307,1.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,1.000000e+00,1.797693e+308,0.000000e+00,
8.988466e+307,1.000000e+00,1.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,1.000000e+00,1.797693e+308,1.000000e+00,
1.078616e+308,0.000000e+00,1.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
1.258385e+308,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,0.000000e+00,
1.438155e+308,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
1.617924e+308,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
1.797693e+308,0.000000e+00,0.000000e+00,3.147016e-317,2.000000e+00,2.000000e+00,0.000000e+00,1.797693e+308,1.000000e+00,
