x,y,openlibm,matlab,mpfr64,mpfr128,intel-mkl,mathematica,
-0.59999999999999997780,            0.400000,0,0,0,0,0,9214692412162421981,
-0.39999999999999991118,            0.400000,0,0,0,0,0,9213553478545093237,
-0.19999999999999995559,            0.400000,0,0,1,1,0,9210673723823118407,
0.00000000000000000000,            0.400000,0,0,0,0,0,4608864066354890838,
0.20000000000000017764,            0.400000,0,0,0,0,0,4602023952714414931,
0.40000000000000013323,            0.400000,0,0,0,0,0,9213288865843804864,
0.60000000000000008882,            0.400000,0,1,0,0,0,9214692412162421982,
0.80000000000000004441,            0.400000,0,0,1,1,0,9214692412162421982,
1.00000000000000000000,            0.400000,0,0,1,1,0,9213288865843804862,
-1.00000000000000000000,            0.600000,0,0,0,0,0,5295271150218076,
-0.80000000000000004441,            0.600000,0,0,1,1,0,4606527552341785423,
-0.59999999999999997780,            0.600000,0,0,1,1,0,9207273410011719787,
-0.39999999999999991118,            0.600000,0,0,0,0,0,9208720933455040684,
-0.19999999999999995559,            0.600000,0,0,1,1,0,9206495201062327673,
0.00000000000000000000,            0.600000,0,0,0,0,0,4607664973725548100,
0.20000000000000017764,            0.600000,0,0,0,0,0,8571645921046211,
0.40000000000000013323,            0.600000,0,0,0,0,0,4603471476157735830,
0.60000000000000008882,            0.600000,0,0,0,0,0,9212568681161937856,
0.80000000000000004441,            0.600000,0,0,0,0,0,9213055104683570846,
1.00000000000000000000,            0.600000,0,0,1,1,0,9212568681161937855,
-1.00000000000000000000,            0.800000,0,0,1,1,0,2774692779658250,
-0.80000000000000004441,            0.800000,0,0,1,1,0,5781694671851065,
-0.59999999999999997780,            0.800000,0,1,0,0,0,4603971362252824289,
-0.39999999999999991118,            0.800000,0,1,1,1,0,9201491715339868722,
-0.19999999999999995559,            0.800000,0,1,1,1,0,9201465782976046193,
0.00000000000000000000,            0.800000,0,0,0,0,0,4605249457297304856,
0.20000000000000017764,            0.800000,0,1,0,0,0,8533245523475051,
0.40000000000000013323,            0.800000,0,0,0,0,0,5295271150218071,
0.60000000000000008882,            0.800000,0,0,1,1,0,4603971362252824290,
0.80000000000000004441,            0.800000,0,0,0,0,0,9211495626234698934,
1.00000000000000000000,            0.800000,0,0,0,0,0,9211495626234698934,
-1.00000000000000000000,            1.000000,0,0,1,1,0,1278095044480567,
-0.80000000000000004441,            1.000000,0,0,0,0,1,2228792942800710,
-0.59999999999999997780,            1.000000,0,0,0,0,0,5048578847050758,
-0.39999999999999991118,            1.000000,0,0,1,1,0,4600526213430607294,
-0.19999999999999995559,            1.000000,0,0,0,0,0,9194274251667121903,
0.00000000000000000000,            1.000000,0,0,0,0,0,4602023952714414929,
0.20000000000000017764,            1.000000,0,0,1,1,0,7691417404012752,
0.40000000000000013323,            1.000000,0,0,1,1,0,4723243866697558,
0.60000000000000008882,            1.000000,0,0,1,1,0,3203283272032956,
0.80000000000000004441,            1.000000,0,0,1,1,1,4604252745657215635,
1.00000000000000000000,            1.000000,0,0,0,0,0,9210498914594609712,
